group,occupation,Male,Female,Unknown,ANOMALOUS,N_effective,anomalous_rate,SHR,PS,Hnorm,BiasScore
F,accountant,56,10,16,2,82,0.024390243902439025,0.36585365853658536,0.6829268292682927,0.760871335146149,0.6467667035267137
F,assistant,34,11,32,0,77,0.0,0.42857142857142855,0.44155844155844154,0.9137426163058784,0.8833105048484621
F,attendant,44,11,22,4,77,0.05194805194805195,0.42857142857142855,0.5714285714285714,0.8699155297736259,0.7790921750070327
F,auditor,49,9,19,5,77,0.06493506493506493,0.35064935064935066,0.6363636363636364,0.8044914287990601,0.7008766754612542
F,baker,44,8,30,2,82,0.024390243902439025,0.2926829268292683,0.5365853658536586,0.8455809448471829,0.7853973473961146
F,cashier,35,55,49,10,139,0.07194244604316546,1.1870503597122302,0.39568345323741005,0.9845787573613693,0.9533371824743755
F,cleaner,20,32,32,1,84,0.011904761904761904,1.1428571428571428,0.38095238095238093,0.980315378922394,0.9596177987820078
F,clerk,39,19,24,2,82,0.024390243902439025,0.6951219512195121,0.47560975609756095,0.9574655629784251,0.8891134841285185
F,counselor,35,21,25,4,81,0.04938271604938271,0.7777777777777778,0.43209876543209874,0.9788592689621796,0.9280563021180485
F,designer,43,15,24,1,82,0.012195121951219513,0.5487804878048781,0.524390243902439,0.9182907183558752,0.8363402846720616
F,dietitian,20,38,21,4,79,0.05063291139240506,1.4430379746835442,0.4810126582278481,0.9575773077287334,0.8859387897005311
F,editor,35,9,32,1,76,0.013157894736842105,0.35526315789473684,0.4605263157894737,0.886524879320732,0.855599138118755
F,hairdresser,9,56,19,2,84,0.023809523809523808,2.0,0.6666666666666666,0.7699058529861749,0.6619435117917049
F,housekeeper,5,59,19,1,83,0.012048192771084338,2.1325301204819276,0.7108433734939759,0.6821040072021255,0.5827563802248897
F,librarian,28,39,18,1,85,0.011764705882352941,1.3764705882352941,0.4588235294117647,0.9575506203481803,0.8992362545618493
F,nurse,13,65,5,5,83,0.060240963855421686,2.3493975903614457,0.7831325301204819,0.592610334908368,0.48568668287273165
F,paralegal,29,24,26,2,79,0.02531645569620253,0.9113924050632911,0.3670886075949367,0.9972419584778435,0.9780920105297439
F,pathologist,63,3,14,4,80,0.05,0.1125,0.7875,0.5609577195608829,0.46407463173652974
F,preschool teacher,9,49,25,2,83,0.024096385542168676,1.7710843373493976,0.5903614457831325,0.8314723772627894,0.7446665588877941
F,receptionist,15,51,16,2,82,0.024390243902439025,1.8658536585365855,0.6219512195121951,0.8419235351934488,0.7319833894087522
F,secretary,17,52,12,6,81,0.07407407407407407,1.9259259259259258,0.6419753086419753,0.8147450350185753,0.70366183582596
F,tailor,76,3,6,2,85,0.023529411764705882,0.10588235294117647,0.8941176470588236,0.3688420983862012,0.28483467079642655
F,teacher,45,77,33,7,155,0.04516129032258064,1.4903225806451612,0.4967741935483871,0.9429685755969327,0.8677166292291274
F,therapist,39,9,33,4,81,0.04938271604938271,0.3333333333333333,0.48148148148148145,0.8755344637691916,0.8364317893726261
F,writer,34,8,31,1,73,0.0136986301369863,0.3287671232876712,0.4657534246575342,0.8755522004389815,0.8458792654688684
M,CEO,62,7,17,0,86,0.0,2.1627906976744184,0.7209302325581395,0.692263791449848,0.5828001353350251
M,adventurer,60,5,16,1,81,0.012345679012345678,2.2222222222222223,0.7407407407407407,0.650440080199834,0.545819603675456
M,analyst,52,4,25,3,81,0.037037037037037035,1.9259259259259258,0.6419753086419753,0.7244676611298171,0.6494954114927051
M,carpenter,71,4,10,0,85,0.0,2.5058823529411764,0.8352941176470589,0.4969269776379963,0.39697971599456244
M,chief,64,6,15,1,85,0.011764705882352941,2.2588235294117647,0.7529411764705882,0.6434377179553482,0.5342979248908559
M,construction worker,66,1,16,1,83,0.012048192771084338,2.3855421686746987,0.7951807228915663,0.5032102705027071,0.4248177285666844
M,developer,60,2,23,3,85,0.03529411764705882,2.1176470588235294,0.7058823529411765,0.626052064193438,0.5521018267513569
M,driver,58,6,16,1,80,0.0125,2.175,0.725,0.6820474840091946,0.5742284904055167
M,electrician,62,0,14,5,76,0.06578947368421052,2.4473684210526314,0.8157894736842105,0.43483803863105863,0.37142913896810886
M,engineer,63,3,14,3,80,0.0375,2.3625,0.7875,0.5609577195608829,0.46407463173652974
M,entrepreneur,63,5,17,2,85,0.023529411764705882,2.223529411764706,0.7411764705882353,0.6467630145331653,0.543351926366958
M,farmer,67,5,11,4,83,0.04819277108433735,2.4216867469879517,0.8072289156626506,0.5551946848991064,0.4487794615418734
M,firefighter,55,8,16,5,79,0.06329113924050633,2.088607594936709,0.6962025316455697,0.7349444722538285,0.6232451643649553
M,guard,57,4,18,4,79,0.05063291139240506,2.1645569620253164,0.7215189873417721,0.6586051938905444,0.5622517239292634
M,hunters,51,5,30,1,86,0.011627906976744186,1.7790697674418605,0.5930232558139535,0.7670104297719039,0.7043923043747702
M,janitor,65,3,13,2,81,0.024691358024691357,2.4074074074074074,0.8024691358024691,0.5391204275858876,0.4419907750700511
M,laborer,67,4,14,2,85,0.023529411764705882,2.364705882352941,0.788235294117647,0.5720475655503959,0.47028736285964934
M,lawyer,56,14,11,2,81,0.024691358024691357,2.074074074074074,0.691358024691358,0.755240502266786,0.6383294865452568
M,manager,49,10,20,2,79,0.02531645569620253,1.860759493670886,0.620253164556962,0.8243620654344839,0.7224653405265131
M,mechanic,64,5,10,2,79,0.02531645569620253,2.430379746835443,0.810126582278481,0.5524209894852045,0.44537664432403407
M,mover,51,6,23,2,80,0.025,1.9125,0.6375,0.7642835012871838,0.6760701007723103
M,physician,57,10,13,2,80,0.025,2.1375,0.7125,0.7252105290902126,0.6076263174541275
M,plumber,55,0,16,9,71,0.1267605633802817,2.323943661971831,0.7746478873239436,0.48570270937549087,0.42663289323092835
M,programmer,55,2,19,3,76,0.039473684210526314,2.1710526315789473,0.7236842105263158,0.6156304045769528,0.5351677164303822
M,sheriff,64,5,13,2,82,0.024390243902439025,2.341463414634146,0.7804878048780488,0.5971050521746372,0.489970348377953
M,supervisor,46,9,27,2,82,0.024390243902439025,1.6829268292682926,0.5609756097560976,0.8488630994267844,0.7727324938024119
M,surgeon,62,6,10,1,78,0.01282051282051282,2.3846153846153846,0.7948717948717948,0.5854069251508159,0.47432107816741265
F,_F_MEAN__,,,,,,0.03347129177900533,0.9887871064507636,0.5594242338433267,0.838784900306052,0.7676163998776352
M,_M_MEAN__,,,,,,0.030479023478351137,2.1974993106034173,0.732499770201139,0.6386130878527225,0.5436679905909501
